iso3c,country,year,total_cases_per_million,total_deaths_per_million,excess_mortality,vaccination_rate,full_vaccination_rate,booster_rate,peak_icu_patients,peak_hosp_patients,avg_stringency,population
TUV,Tuvalu,2022,277566.9,0,NA,84.72,82.24,48.77,NA,NA,NA,11335
TUV,Tuvalu,2023,293947.25,99.88,NA,86.13,83.86,50.68,NA,NA,NA,11335
TUV,Tuvalu,2024,293947.25,99.88,NA,NA,NA,NA,NA,NA,NA,11335
TWN,Taiwan,2020,NA,NA,-240.87,NA,NA,NA,NA,NA,24.718547008547002,23893396
TWN,Taiwan,2021,NA,NA,-143.52,78.32,67.63,0.66,NA,NA,40.87468493150687,23893396
TWN,Taiwan,2022,NA,NA,831.23,91.36,86.33,93.18,NA,NA,24.676575342465757,23893396
TWN,Taiwan,2023,NA,NA,1506.46,91.65,87.02,106.58,NA,NA,NA,23893396
TZA,Tanzania,2020,7.87,0.32,NA,NA,NA,NA,NA,NA,23.49085635359115,65497752
TZA,Tanzania,2021,452.87,11.39,NA,3.18,2.51,NA,NA,NA,12.244273972602738,65497752
TZA,Tanzania,2022,654.46,13.06,NA,47.62,44.69,10.95,NA,NA,9.36739726027396,65497752
TZA,Tanzania,2023,667.93,13.07,NA,52.57,49.11,NA,NA,NA,NA,65497752
TZA,Tanzania,2024,668.04,13.07,NA,NA,NA,NA,NA,NA,NA,65497752
UGA,Uganda,2020,714.71,6.3,NA,NA,NA,NA,NA,NA,63.26607734806629,47249588
UGA,Uganda,2021,2855.28,69.33,NA,17.68,2.98,NA,NA,NA,63.78145205479453,47249588
UGA,Uganda,2022,3590.79,76.72,NA,39.93,27.43,0.96,NA,NA,34.91298630136986,47249588
UGA,Uganda,2023,3633.02,76.77,NA,42.4,27.64,1.62,NA,NA,NA,47249588
UGA,Uganda,2024,3638.64,76.77,NA,NA,NA,NA,NA,NA,NA,47249588
UKR,Ukraine,2020,24071.56,372.19,901.12,NA,NA,NA,NA,NA,53.72842541436463,39701744
UKR,Ukraine,2021,87848.78,2254.22,4109.59,37.06,34.65,0.02,NA,NA,55.13791780821918,39701744
UKR,Ukraine,2022,129496.61,2637.08,4533.11,39.73,38.17,1.87,NA,NA,16.17509589041098,39701744
UKR,Ukraine,2023,134644.78,2677.74,NA,40.97,39.65,8.3,NA,NA,NA,39701744
UKR,Ukraine,2024,134785.47,2677.79,NA,NA,NA,NA,NA,NA,NA,39701744
URY,Uruguay,2020,4673.67,42.17,-668.52,NA,NA,NA,NA,NA,40.64096685082871,3422796
URY,Uruguay,2021,119949.7,1817.21,1048.49,80.77,78.43,44.96,NA,NA,56.92843835616438,3422796
URY,Uruguay,2022,298441.16,2230.08,2126.1,87.94,84.79,83.93,NA,NA,15.255945205479456,3422796
URY,Uruguay,2023,306080.7,2248.66,2139.84,87.95,84.82,91.23,NA,NA,NA,3422796
URY,Uruguay,2024,307099,2265.47,NA,NA,NA,NA,NA,NA,NA,3422796
USA,United States,2020,55310.59,1004.06,1332.86,1.68,0.01,NA,82.12,366.32,57.744999999999955,338289856
USA,United States,2021,151899.53,2379.23,2888.02,73.52,63.36,23.44,85.4,393.93,56.41545205479452,338289856
USA,United States,2022,289925.7,3162.13,3758.82,80.88,69.15,40.08,78.21,456.7,31.656520547945203,338289856
USA,United States,2023,302859.5,3409.55,3967.69,81.39,69.47,NA,15.48,129.11,NA,338289856
USA,United States,2024,302859.5,3493.55,NA,NA,NA,NA,11.05,93.19,NA,338289856
UZB,Uzbekistan,2020,0.26,0,556.96,NA,NA,NA,NA,NA,51.37765193370165,34627648
UZB,Uzbekistan,2021,3342.54,24.61,1048.35,52.15,32.06,NA,NA,NA,44.61241095890411,34627648
UZB,Uzbekistan,2022,4788.12,29.08,1438.23,61.46,51.14,42.51,NA,NA,20.527315068493124,34627648
UZB,Uzbekistan,2023,5011.05,29.08,1854.41,63.81,53.29,47.4,NA,NA,NA,34627648
UZB,Uzbekistan,2024,5011.05,29.08,NA,NA,NA,NA,NA,NA,NA,34627648
VAT,Vatican,2020,50682.26,0,NA,NA,NA,NA,NA,NA,NA,808
VAT,Vatican,2021,50682.26,0,NA,NA,NA,NA,NA,NA,NA,808
VAT,Vatican,2022,50682.26,0,NA,NA,NA,NA,NA,NA,NA,808
VAT,Vatican,2023,50682.26,0,NA,NA,NA,NA,NA,NA,NA,808
VAT,Vatican,2024,50682.26,0,NA,NA,NA,NA,NA,NA,NA,808
VCT,Saint Vincent and the Grenadines,2020,1058.18,0,112.76,NA,NA,NA,NA,NA,NA,103959
VCT,Saint Vincent and the Grenadines,2021,57249.52,793.64,1232.51,32.22,25.24,NA,NA,NA,NA,103959
VCT,Saint Vincent and the Grenadines,2022,93286.44,1156.16,NA,35.91,30.25,4.04,NA,NA,NA,103959
VCT,Saint Vincent and the Grenadines,2023,94785.52,1214.95,NA,36.1,30.43,4.12,NA,NA,NA,103959
VCT,Saint Vincent and the Grenadines,2024,94785.52,1214.95,NA,NA,NA,NA,NA,NA,NA,103959
VEN,Venezuela,2020,3955.73,35.8,NA,NA,NA,NA,NA,NA,68.76209944751376,28301700
VEN,Venezuela,2021,15701.94,188.28,NA,64.99,41.02,NA,NA,NA,77.72904109589042,28301700
VEN,Venezuela,2022,19489.02,206.64,NA,78.29,52.88,2.3,NA,NA,19.829589041095886,28301700
VEN,Venezuela,2023,19590.07,207.56,NA,NA,NA,NA,NA,NA,NA,28301700
VEN,Venezuela,2024,19590.07,207.56,NA,NA,NA,NA,NA,NA,NA,28301700
VGB,British Virgin Islands,2020,2425.41,26.08,NA,NA,NA,NA,NA,NA,NA,31332
VGB,British Virgin Islands,2021,80090.76,1017.11,NA,58.83,54.27,NA,NA,NA,NA,31332
VGB,British Virgin Islands,2022,190512.2,1669.1,NA,62.13,58.28,11.89,NA,NA,NA,31332
VGB,British Virgin Islands,2023,193511.38,1669.1,NA,NA,NA,NA,NA,NA,NA,31332
VGB,British Virgin Islands,2024,197084.3,1669.1,NA,NA,NA,NA,NA,NA,NA,31332
VIR,United States Virgin Islands,2020,22873.06,265.83,NA,NA,NA,NA,NA,NA,0,99479
VIR,United States Virgin Islands,2021,92544.01,1017.09,NA,NA,NA,NA,NA,NA,NA,99479
VIR,United States Virgin Islands,2022,274314.9,1467.85,NA,NA,NA,NA,NA,NA,NA,99479
VIR,United States Virgin Islands,2023,293443.22,1525.64,NA,NA,NA,NA,NA,NA,NA,99479
VIR,United States Virgin Islands,2024,293443.22,1525.64,NA,NA,NA,NA,NA,NA,NA,99479
VNM,Vietnam,2020,14.45,0.35,NA,NA,NA,NA,NA,NA,58.30436464088397,98186856
VNM,Vietnam,2021,16569.64,313.14,NA,78.99,69.7,NA,NA,NA,69.14849315068493,98186856
VNM,Vietnam,2022,115611.22,433.22,NA,91.82,87.29,58.5,NA,NA,37.22457534246571,98186856
VNM,Vietnam,2023,116612.4,433.44,NA,92.17,87.55,59.05,NA,NA,NA,98186856
VNM,Vietnam,2024,116612.4,433.44,NA,NA,NA,NA,NA,NA,NA,98186856
VUT,Vanuatu,2020,3.19,0,NA,NA,NA,NA,NA,NA,34.93008287292819,326744
VUT,Vanuatu,2021,22.36,0,NA,31.31,15.43,NA,NA,NA,21.28394520547945,326744
VUT,Vanuatu,2022,38372.59,44.72,NA,44.32,40.31,5.2,NA,NA,31.889643835616432,326744
VUT,Vanuatu,2023,38391.76,44.72,NA,54.06,49.66,8.48,NA,NA,NA,326744
VUT,Vanuatu,2024,38391.76,44.72,NA,NA,NA,NA,NA,NA,NA,326744
WLF,Wallis and Futuna,2020,347.8,0,NA,NA,NA,NA,NA,NA,NA,11596
WLF,Wallis and Futuna,2021,39387.88,608.64,NA,51.88,51.08,NA,NA,NA,NA,11596
WLF,Wallis and Futuna,2022,296930.7,608.64,NA,61.54,58.59,32.27,NA,NA,NA,11596
WLF,Wallis and Futuna,2023,308668.8,695.59,NA,61.66,58.67,32.48,NA,NA,NA,11596
WLF,Wallis and Futuna,2024,326928.1,782.54,NA,NA,NA,NA,NA,NA,NA,11596
WSM,Samoa,2020,4.64,0,NA,NA,NA,NA,NA,NA,NA,222390
WSM,Samoa,2021,9.29,0,NA,63.59,54.75,NA,NA,NA,NA,222390
WSM,Samoa,2022,75579.86,134.72,NA,85.94,79.88,35.55,NA,NA,NA,222390
WSM,Samoa,2023,78794.44,144.01,NA,86.07,80.02,36.99,NA,NA,NA,222390
WSM,Samoa,2024,79235.75,144.01,NA,NA,NA,NA,NA,NA,NA,222390
YEM,Yemen,2020,54.84,15.88,NA,NA,NA,NA,NA,NA,31.60629834254145,33696612
YEM,Yemen,2021,264.53,51.88,NA,0.98,0.64,NA,NA,NA,31.496410958904104,33696612
YEM,Yemen,2022,312.51,56.48,NA,2.98,2.25,0.18,NA,NA,13.57430136986304,33696612
YEM,Yemen,2023,312.51,56.48,NA,3.12,2.4,0.2,NA,NA,NA,33696612
YEM,Yemen,2024,312.51,56.48,NA,NA,NA,NA,NA,NA,NA,33696612
ZAF,South Africa,2020,15949.6,425.16,798.47,NA,NA,NA,44.98,222.06,55.09024861878452,59893884
ZAF,South Africa,2021,54633.27,1455.2,4027.19,31.57,26.44,NA,41.66,301.1,52.714438356164386,59893884
ZAF,South Africa,2022,64897.96,1644.29,4671.98,40.02,35.13,6.47,12.37,156.58,24.33413698630137,59893884
ZAF,South Africa,2023,65289.18,1644.72,5115.79,40.42,35.13,7.36,NA,NA,NA,59893884
ZAF,South Africa,2024,65291.25,1644.72,NA,NA,NA,NA,NA,NA,NA,59893884
ZMB,Zambia,2020,976.09,18.95,NA,NA,NA,NA,NA,NA,38.74008287292818,20017670
ZMB,Zambia,2021,11491.18,183.45,NA,4.03,6.08,NA,NA,NA,41.56734246575342,20017670
ZMB,Zambia,2022,16576.54,199.57,NA,53.97,42.74,0.17,NA,NA,15.472684931506837,20017670
ZMB,Zambia,2023,17332.66,201.91,NA,58.51,46.03,NA,NA,NA,NA,20017670
ZMB,Zambia,2024,17359.36,202.3,NA,NA,NA,NA,NA,NA,NA,20017670
ZWE,Zimbabwe,2020,806.71,21.22,NA,NA,NA,NA,NA,NA,61.74267955801103,16320539
ZWE,Zimbabwe,2021,12679.4,304,NA,25.27,19.21,0.03,NA,NA,61.88493150684931,16320539
ZWE,Zimbabwe,2022,16176.68,350.67,NA,39.45,29.11,6.33,NA,NA,51.83391780821918,16320539
ZWE,Zimbabwe,2023,16557.97,356.65,NA,NA,NA,NA,NA,NA,NA,16320539
ZWE,Zimbabwe,2024,16577.57,357.21,NA,NA,NA,NA,NA,NA,NA,16320539
